date_time,branch,city,customer_type,gender,product_line,payment,branch_location,unit_price,quantity,tax_5_percent,total,cogs,gross_margin_percentage,gross_income,rating
2019-03-11 15:30:00,B,Mandalay,Normal,Female,Home and lifestyle,Ewallet,B - Mandalay,40.3,2,4.03,84.63,80.6,4.761904762,4.03,4.4
2019-02-25 11:24:00,C,Naypyitaw,Member,Male,Electronic accessories,Ewallet,C - Naypyitaw,86.04,5,21.51,451.71,430.2,4.761904762,21.51,4.8
2019-03-05 10:40:00,B,Mandalay,Normal,Male,Health and beauty,Ewallet,B - Mandalay,87.98,3,13.197,277.137,263.94,4.761904762,13.197,5.1
2019-03-15 12:20:00,B,Mandalay,Normal,Male,Home and lifestyle,Credit card,B - Mandalay,33.2,2,3.32,69.72,66.4,4.761904762,3.32,4.4
2019-02-17 11:15:00,A,Yangon,Normal,Male,Electronic accessories,Ewallet,A - Yangon,34.56,5,8.64,181.44,172.8,4.761904762,8.64,9.9
2019-03-02 17:36:00,A,Yangon,Member,Male,Sports and travel,Ewallet,A - Yangon,88.63,3,13.2945,279.1845,265.89,4.761904762,13.2945,6.0
2019-03-22 19:20:00,A,Yangon,Member,Female,Home and lifestyle,Credit card,A - Yangon,52.59,8,21.036,441.756,420.72,4.761904762,21.036,8.5
2019-02-08 15:31:00,B,Mandalay,Normal,Male,Fashion accessories,Cash,B - Mandalay,33.52,1,1.676,35.196,33.52,4.761904762,1.676,6.7
2019-03-10 12:17:00,A,Yangon,Normal,Female,Fashion accessories,Credit card,A - Yangon,87.67,2,8.767,184.107,175.34,4.761904762,8.767,7.7
2019-01-25 19:48:00,B,Mandalay,Normal,Female,Food and beverages,Cash,B - Mandalay,88.36,5,22.09,463.89,441.8,4.761904762,22.09,9.6
2019-03-15 15:36:00,A,Yangon,Normal,Male,Health and beauty,Cash,A - Yangon,24.89,9,11.2005,235.2105,224.01,4.761904762,11.2005,7.4
2019-02-25 19:39:00,B,Mandalay,Normal,Male,Fashion accessories,Credit card,B - Mandalay,94.13,5,23.5325,494.1825,470.65,4.761904762,23.5325,4.8
2019-01-28 12:43:00,B,Mandalay,Member,Male,Sports and travel,Cash,B - Mandalay,78.07,9,35.1315,737.7615,702.63,4.761904762,35.1315,4.5
2019-01-10 14:49:00,B,Mandalay,Normal,Male,Sports and travel,Cash,B - Mandalay,83.78,8,33.512,703.752,670.24,4.761904762,33.512,5.1
2019-03-15 10:12:00,A,Yangon,Normal,Male,Health and beauty,Credit card,A - Yangon,96.58,2,9.658,202.818,193.16,4.761904762,9.658,5.1
2019-02-06 10:42:00,C,Naypyitaw,Member,Female,Food and beverages,Ewallet,C - Naypyitaw,99.42,4,19.884,417.564,397.68,4.761904762,19.884,7.5
2019-01-07 12:28:00,C,Naypyitaw,Member,Female,Sports and travel,Ewallet,C - Naypyitaw,68.12,1,3.406,71.526,68.12,4.761904762,3.406,6.8
2019-03-10 19:15:00,A,Yangon,Member,Male,Sports and travel,Ewallet,A - Yangon,62.62,5,15.655,328.755,313.1,4.761904762,15.655,7.0
2019-01-15 17:17:00,A,Yangon,Normal,Female,Electronic accessories,Ewallet,A - Yangon,60.88,9,27.396,575.316,547.92,4.761904762,27.396,4.7
2019-03-23 13:24:00,C,Naypyitaw,Normal,Female,Health and beauty,Ewallet,C - Naypyitaw,54.92,8,21.968,461.328,439.36,4.761904762,21.968,7.6
2019-03-03 13:01:00,B,Mandalay,Member,Male,Home and lifestyle,Cash,B - Mandalay,30.12,8,12.048,253.008,240.96,4.761904762,12.048,7.7
2019-01-17 18:45:00,B,Mandalay,Member,Female,Home and lifestyle,Ewallet,B - Mandalay,86.72,1,4.336,91.056,86.72,4.761904762,4.336,7.9
2019-02-02 10:11:00,C,Naypyitaw,Member,Male,Home and lifestyle,Cash,C - Naypyitaw,56.11,2,5.611,117.831,112.22,4.761904762,5.611,6.3
2019-02-08 13:03:00,B,Mandalay,Member,Female,Sports and travel,Cash,B - Mandalay,69.12,6,20.736,435.456,414.72,4.761904762,20.736,5.6
2019-03-04 20:39:00,C,Naypyitaw,Member,Female,Food and beverages,Cash,C - Naypyitaw,98.7,8,39.48,829.08,789.6,4.761904762,39.48,7.6
2019-03-16 19:47:00,C,Naypyitaw,Member,Male,Health and beauty,Cash,C - Naypyitaw,15.37,2,1.537,32.277,30.74,4.761904762,1.537,7.2
2019-03-09 18:00:00,B,Mandalay,Member,Female,Electronic accessories,Cash,B - Mandalay,93.96,4,18.792,394.632,375.84,4.761904762,18.792,9.5
2019-02-27 17:24:00,B,Mandalay,Member,Male,Health and beauty,Credit card,B - Mandalay,56.69,9,25.5105,535.7205,510.21,4.761904762,25.5105,8.4
2019-02-06 15:47:00,B,Mandalay,Member,Female,Food and beverages,Ewallet,B - Mandalay,20.01,9,9.0045,189.0945,180.09,4.761904762,9.0045,4.1
2019-02-10 12:45:00,B,Mandalay,Member,Male,Electronic accessories,Credit card,B - Mandalay,18.93,6,5.679,119.259,113.58,4.761904762,5.679,8.1
2019-03-19 17:08:00,C,Naypyitaw,Member,Female,Fashion accessories,Ewallet,C - Naypyitaw,82.63,10,41.315,867.615,826.3,4.761904762,41.315,7.9
2019-02-03 10:19:00,C,Naypyitaw,Member,Male,Food and beverages,Cash,C - Naypyitaw,91.4,7,31.99,671.79,639.8,4.761904762,31.99,9.5
2019-02-10 15:10:00,A,Yangon,Member,Female,Food and beverages,Cash,A - Yangon,44.59,5,11.1475,234.0975,222.95,4.761904762,11.1475,8.5
2019-03-22 14:42:00,B,Mandalay,Member,Female,Fashion accessories,Ewallet,B - Mandalay,17.87,4,3.574,75.054,71.48,4.761904762,3.574,6.5
2019-01-25 15:46:00,C,Naypyitaw,Member,Male,Fashion accessories,Credit card,C - Naypyitaw,15.43,1,0.7715,16.2015,15.43,4.761904762,0.7715,6.1
2019-03-07 11:49:00,B,Mandalay,Normal,Male,Home and lifestyle,Ewallet,B - Mandalay,16.16,2,1.616,33.936,32.32,4.761904762,1.616,6.5
2019-02-28 19:01:00,C,Naypyitaw,Normal,Female,Electronic accessories,Cash,C - Naypyitaw,85.98,8,34.392,722.232,687.84,4.761904762,34.392,8.2
2019-03-27 11:26:00,A,Yangon,Member,Male,Home and lifestyle,Cash,A - Yangon,44.34,2,4.434,93.114,88.68,4.761904762,4.434,5.8
2019-02-07 11:28:00,A,Yangon,Normal,Male,Health and beauty,Ewallet,A - Yangon,89.6,8,35.84,752.64,716.8,4.761904762,35.84,6.6
2019-01-20 15:55:00,A,Yangon,Member,Female,Home and lifestyle,Cash,A - Yangon,72.35,10,36.175,759.675,723.5,4.761904762,36.175,5.4
2019-03-12 20:36:00,C,Naypyitaw,Normal,Male,Electronic accessories,Cash,C - Naypyitaw,30.61,6,9.183,192.843,183.66,4.761904762,9.183,9.3
2019-02-15 17:47:00,C,Naypyitaw,Member,Female,Sports and travel,Credit card,C - Naypyitaw,24.74,3,3.711,77.931,74.22,4.761904762,3.711,10.0
2019-02-24 10:55:00,C,Naypyitaw,Normal,Male,Home and lifestyle,Ewallet,C - Naypyitaw,55.73,6,16.719,351.099,334.38,4.761904762,16.719,7.0
2019-02-03 13:40:00,B,Mandalay,Member,Female,Sports and travel,Ewallet,B - Mandalay,55.07,9,24.7815,520.4115,495.63,4.761904762,24.7815,10.0
2019-03-06 12:27:00,A,Yangon,Member,Male,Sports and travel,Credit card,A - Yangon,15.81,10,7.905,166.005,158.1,4.761904762,7.905,8.6
2019-02-14 14:35:00,B,Mandalay,Member,Male,Health and beauty,Cash,B - Mandalay,75.74,4,15.148,318.108,302.96,4.761904762,15.148,7.6
2019-03-13 16:40:00,A,Yangon,Member,Male,Health and beauty,Cash,A - Yangon,15.87,10,7.935,166.635,158.7,4.761904762,7.935,5.8
2019-02-10 15:43:00,C,Naypyitaw,Normal,Female,Health and beauty,Ewallet,C - Naypyitaw,33.47,2,3.347,70.287,66.94,4.761904762,3.347,6.7
2019-01-07 15:01:00,B,Mandalay,Member,Female,Fashion accessories,Ewallet,B - Mandalay,97.61,6,29.283,614.943,585.66,4.761904762,29.283,9.9
2019-01-24 10:04:00,A,Yangon,Normal,Male,Sports and travel,Cash,A - Yangon,78.77,10,39.385,827.085,787.7,4.761904762,39.385,6.4
2019-02-02 18:50:00,A,Yangon,Member,Female,Health and beauty,Cash,A - Yangon,18.33,1,0.9165,19.2465,18.33,4.761904762,0.9165,4.3
2019-01-06 12:46:00,C,Naypyitaw,Normal,Male,Food and beverages,Credit card,C - Naypyitaw,89.48,10,44.74,939.54,894.8,4.761904762,44.74,9.6
2019-02-11 16:19:00,C,Naypyitaw,Normal,Male,Fashion accessories,Cash,C - Naypyitaw,62.12,10,31.06,652.26,621.2,4.761904762,31.06,5.9
2019-03-05 18:17:00,B,Mandalay,Member,Female,Food and beverages,Ewallet,B - Mandalay,48.52,3,7.278,152.838,145.56,4.761904762,7.278,4.0
2019-03-09 18:21:00,C,Naypyitaw,Normal,Female,Electronic accessories,Cash,C - Naypyitaw,75.91,6,22.773,478.233,455.46,4.761904762,22.773,8.7
2019-01-22 10:55:00,A,Yangon,Normal,Male,Home and lifestyle,Ewallet,A - Yangon,74.67,9,33.6015,705.6315,672.03,4.761904762,33.6015,9.4
2019-01-13 17:04:00,C,Naypyitaw,Normal,Female,Electronic accessories,Credit card,C - Naypyitaw,41.65,10,20.825,437.325,416.5,4.761904762,20.825,5.4
2019-01-09 14:20:00,C,Naypyitaw,Member,Male,Fashion accessories,Credit card,C - Naypyitaw,49.04,9,22.068,463.428,441.36,4.761904762,22.068,8.6
2019-01-12 15:48:00,A,Yangon,Member,Female,Fashion accessories,Credit card,A - Yangon,20.01,9,9.0045,189.0945,180.09,4.761904762,9.0045,5.7
2019-03-05 16:24:00,C,Naypyitaw,Member,Female,Food and beverages,Ewallet,C - Naypyitaw,78.31,10,39.155,822.255,783.1,4.761904762,39.155,6.6
2019-01-22 18:56:00,C,Naypyitaw,Normal,Female,Health and beauty,Cash,C - Naypyitaw,20.38,5,5.095,106.995,101.9,4.761904762,5.095,6.0
2019-01-21 14:42:00,C,Naypyitaw,Normal,Female,Health and beauty,Credit card,C - Naypyitaw,99.19,6,29.757,624.897,595.14,4.761904762,29.757,5.5
2019-01-26 19:56:00,B,Mandalay,Normal,Female,Food and beverages,Ewallet,B - Mandalay,96.68,3,14.502,304.542,290.04,4.761904762,14.502,6.4
2019-01-23 18:37:00,C,Naypyitaw,Normal,Male,Food and beverages,Ewallet,C - Naypyitaw,19.25,8,7.7,161.7,154.0,4.761904762,7.7,6.6
2019-02-23 18:45:00,C,Naypyitaw,Member,Female,Food and beverages,Credit card,C - Naypyitaw,80.36,4,16.072,337.512,321.44,4.761904762,16.072,8.3
2019-03-09 10:17:00,C,Naypyitaw,Member,Male,Sports and travel,Cash,C - Naypyitaw,48.91,5,12.2275,256.7775,244.55,4.761904762,12.2275,6.6
2019-03-05 14:31:00,C,Naypyitaw,Normal,Female,Sports and travel,Ewallet,C - Naypyitaw,83.06,7,29.071,610.491,581.42,4.761904762,29.071,4.0
2019-03-25 10:23:00,C,Naypyitaw,Normal,Male,Fashion accessories,Cash,C - Naypyitaw,76.52,5,19.13,401.73,382.6,4.761904762,19.13,9.9
2019-03-27 20:35:00,A,Yangon,Member,Male,Food and beverages,Credit card,A - Yangon,49.38,7,17.283,362.943,345.66,4.761904762,17.283,7.3
2019-01-02 16:57:00,A,Yangon,Normal,Male,Sports and travel,Cash,A - Yangon,42.47,1,2.1235,44.5935,42.47,4.761904762,2.1235,5.7
2019-02-27 17:55:00,B,Mandalay,Normal,Female,Health and beauty,Cash,B - Mandalay,76.99,6,23.097,485.037,461.94,4.761904762,23.097,6.1
2019-01-23 10:25:00,C,Naypyitaw,Member,Female,Home and lifestyle,Cash,C - Naypyitaw,47.38,4,9.476,198.996,189.52,4.761904762,9.476,7.1
2019-01-26 19:54:00,C,Naypyitaw,Normal,Female,Sports and travel,Ewallet,C - Naypyitaw,44.86,10,22.43,471.03,448.6,4.761904762,22.43,8.2
2019-01-10 16:42:00,A,Yangon,Member,Female,Sports and travel,Ewallet,A - Yangon,21.98,7,7.693,161.553,153.86,4.761904762,7.693,5.1
2019-03-12 12:09:00,B,Mandalay,Member,Male,Health and beauty,Credit card,B - Mandalay,64.36,9,28.962,608.202,579.24,4.761904762,28.962,8.6
2019-02-06 20:05:00,C,Naypyitaw,Normal,Male,Health and beauty,Credit card,C - Naypyitaw,89.75,1,4.4875,94.2375,89.75,4.761904762,4.4875,6.6
2019-03-08 20:38:00,A,Yangon,Normal,Male,Electronic accessories,Ewallet,A - Yangon,97.16,1,4.858,102.018,97.16,4.761904762,4.858,7.2
2019-03-29 10:25:00,B,Mandalay,Normal,Male,Health and beauty,Ewallet,B - Mandalay,87.87,10,43.935,922.635,878.7,4.761904762,43.935,5.1
2019-02-09 13:11:00,C,Naypyitaw,Normal,Female,Electronic accessories,Cash,C - Naypyitaw,12.45,6,3.735,78.435,74.7,4.761904762,3.735,4.1
2019-03-23 10:16:00,A,Yangon,Normal,Male,Food and beverages,Ewallet,A - Yangon,52.75,3,7.9125,166.1625,158.25,4.761904762,7.9125,9.3
2019-03-05 18:14:00,B,Mandalay,Normal,Male,Home and lifestyle,Cash,B - Mandalay,82.7,6,24.81,521.01,496.2,4.761904762,24.81,7.4
2019-03-26 19:20:00,C,Naypyitaw,Member,Male,Fashion accessories,Cash,C - Naypyitaw,48.71,1,2.4355,51.1455,48.71,4.761904762,2.4355,4.1
2019-03-01 13:22:00,C,Naypyitaw,Normal,Male,Fashion accessories,Cash,C - Naypyitaw,78.55,9,35.3475,742.2975,706.95,4.761904762,35.3475,7.2
2019-02-01 11:27:00,C,Naypyitaw,Normal,Female,Electronic accessories,Cash,C - Naypyitaw,23.07,9,10.3815,218.0115,207.63,4.761904762,10.3815,4.9
2019-03-28 16:44:00,A,Yangon,Normal,Male,Food and beverages,Cash,A - Yangon,58.26,6,17.478,367.038,349.56,4.761904762,17.478,9.9
2019-03-19 18:19:00,B,Mandalay,Normal,Male,Health and beauty,Cash,B - Mandalay,30.35,7,10.6225,223.0725,212.45,4.761904762,10.6225,8.0
2019-01-12 14:50:00,A,Yangon,Member,Male,Electronic accessories,Ewallet,A - Yangon,88.67,10,44.335,931.035,886.7,4.761904762,44.335,7.3
2019-01-05 20:54:00,C,Naypyitaw,Normal,Male,Fashion accessories,Credit card,C - Naypyitaw,27.38,6,8.214,172.494,164.28,4.761904762,8.214,7.9
2019-03-22 20:19:00,A,Yangon,Normal,Male,Sports and travel,Cash,A - Yangon,62.13,6,18.639,391.419,372.78,4.761904762,18.639,7.4
2019-03-24 10:43:00,C,Naypyitaw,Normal,Female,Food and beverages,Cash,C - Naypyitaw,33.98,9,15.291,321.111,305.82,4.761904762,15.291,4.2
2019-03-03 14:30:00,C,Naypyitaw,Member,Male,Electronic accessories,Cash,C - Naypyitaw,81.97,10,40.985,860.685,819.7,4.761904762,40.985,9.2
2019-02-05 11:32:00,B,Mandalay,Member,Female,Sports and travel,Ewallet,B - Mandalay,16.49,2,1.649,34.629,32.98,4.761904762,1.649,4.6
2019-02-05 10:41:00,C,Naypyitaw,Member,Female,Health and beauty,Credit card,C - Naypyitaw,98.21,3,14.7315,309.3615,294.63,4.761904762,14.7315,7.8
2019-02-15 12:44:00,B,Mandalay,Normal,Female,Fashion accessories,Cash,B - Mandalay,72.84,7,25.494,535.374,509.88,4.761904762,25.494,8.4
2019-01-19 20:07:00,A,Yangon,Member,Male,Home and lifestyle,Ewallet,A - Yangon,58.07,9,26.1315,548.7615,522.63,4.761904762,26.1315,4.3
2019-02-01 20:31:00,C,Naypyitaw,Member,Female,Home and lifestyle,Credit card,C - Naypyitaw,80.79,9,36.3555,763.4655,727.11,4.761904762,36.3555,9.5
2019-03-02 13:01:00,C,Naypyitaw,Normal,Female,Fashion accessories,Credit card,C - Naypyitaw,27.02,3,4.053,85.113,81.06,4.761904762,4.053,7.1
2019-03-05 12:29:00,B,Mandalay,Member,Male,Fashion accessories,Ewallet,B - Mandalay,21.94,5,5.485,115.185,109.7,4.761904762,5.485,5.3
2019-01-16 15:26:00,B,Mandalay,Member,Male,Fashion accessories,Ewallet,B - Mandalay,51.36,1,2.568,53.928,51.36,4.761904762,2.568,5.2
2019-02-02 20:48:00,A,Yangon,Normal,Female,Food and beverages,Ewallet,A - Yangon,10.96,10,5.48,115.08,109.6,4.761904762,5.48,6.0
2019-01-20 20:38:00,B,Mandalay,Normal,Male,Home and lifestyle,Ewallet,B - Mandalay,53.44,2,5.344,112.224,106.88,4.761904762,5.344,4.1
2019-02-14 17:03:00,A,Yangon,Normal,Female,Electronic accessories,Credit card,A - Yangon,99.56,8,39.824,836.304,796.48,4.761904762,39.824,5.2
2019-01-12 12:02:00,C,Naypyitaw,Member,Male,Sports and travel,Credit card,C - Naypyitaw,57.12,7,19.992,419.832,399.84,4.761904762,19.992,6.5
2019-03-09 17:26:00,B,Mandalay,Member,Male,Sports and travel,Credit card,B - Mandalay,99.96,9,44.982,944.622,899.64,4.761904762,44.982,4.2
2019-03-13 19:52:00,C,Naypyitaw,Member,Male,Home and lifestyle,Credit card,C - Naypyitaw,63.91,8,25.564,536.844,511.28,4.761904762,25.564,4.6
2019-03-09 14:57:00,B,Mandalay,Member,Female,Fashion accessories,Ewallet,B - Mandalay,56.47,8,22.588,474.348,451.76,4.761904762,22.588,7.3
2019-03-10 18:44:00,A,Yangon,Normal,Female,Home and lifestyle,Credit card,A - Yangon,93.69,7,32.7915,688.6215,655.83,4.761904762,32.7915,4.5
2019-01-27 13:26:00,A,Yangon,Normal,Female,Sports and travel,Cash,A - Yangon,32.25,5,8.0625,169.3125,161.25,4.761904762,8.0625,9.0
2019-01-08 16:17:00,C,Naypyitaw,Normal,Female,Fashion accessories,Credit card,C - Naypyitaw,31.73,9,14.2785,299.8485,285.57,4.761904762,14.2785,5.9
2019-01-08 15:57:00,C,Naypyitaw,Member,Female,Food and beverages,Ewallet,C - Naypyitaw,68.54,8,27.416,575.736,548.32,4.761904762,27.416,8.5
2019-02-08 11:15:00,B,Mandalay,Normal,Female,Sports and travel,Ewallet,B - Mandalay,90.28,9,40.626,853.146,812.52,4.761904762,40.626,7.2
2019-01-25 13:18:00,B,Mandalay,Normal,Female,Fashion accessories,Cash,B - Mandalay,39.62,7,13.867,291.207,277.34,4.761904762,13.867,7.5
2019-03-06 20:34:00,A,Yangon,Member,Female,Sports and travel,Cash,A - Yangon,92.13,6,27.639,580.419,552.78,4.761904762,27.639,8.3
2019-02-10 18:36:00,B,Mandalay,Normal,Female,Sports and travel,Cash,B - Mandalay,34.84,4,6.968,146.328,139.36,4.761904762,6.968,7.4
2019-02-17 14:40:00,B,Mandalay,Member,Male,Electronic accessories,Credit card,B - Mandalay,87.45,6,26.235,550.935,524.7,4.761904762,26.235,8.8
2019-03-08 16:43:00,C,Naypyitaw,Normal,Female,Health and beauty,Ewallet,C - Naypyitaw,81.3,6,24.39,512.19,487.8,4.761904762,24.39,5.3
2019-02-18 19:39:00,C,Naypyitaw,Normal,Male,Fashion accessories,Cash,C - Naypyitaw,90.22,3,13.533,284.193,270.66,4.761904762,13.533,6.2
2019-01-18 20:59:00,A,Yangon,Normal,Female,Electronic accessories,Credit card,A - Yangon,26.31,5,6.5775,138.1275,131.55,4.761904762,6.5775,8.8
2019-02-18 15:39:00,A,Yangon,Member,Female,Home and lifestyle,Cash,A - Yangon,34.42,6,10.326,216.846,206.52,4.761904762,10.326,9.8
2019-02-16 12:21:00,B,Mandalay,Normal,Male,Sports and travel,Cash,B - Mandalay,51.91,10,25.955,545.055,519.1,4.761904762,25.955,8.2
2019-03-16 19:25:00,A,Yangon,Normal,Male,Sports and travel,Ewallet,A - Yangon,72.5,8,29.0,609.0,580.0,4.761904762,29.0,9.2
2019-01-23 13:00:00,C,Naypyitaw,Member,Female,Sports and travel,Credit card,C - Naypyitaw,89.8,10,44.9,942.9,898.0,4.761904762,44.9,5.4
2019-01-25 13:48:00,C,Naypyitaw,Member,Male,Health and beauty,Cash,C - Naypyitaw,90.5,10,45.25,950.25,905.0,4.761904762,45.25,8.1
2019-02-05 19:57:00,C,Naypyitaw,Member,Female,Health and beauty,Cash,C - Naypyitaw,68.6,10,34.3,720.3,686.0,4.761904762,34.3,9.1
2019-02-22 10:36:00,C,Naypyitaw,Member,Female,Food and beverages,Credit card,C - Naypyitaw,30.41,1,1.5205,31.9305,30.41,4.761904762,1.5205,8.4
2019-01-21 16:37:00,A,Yangon,Normal,Female,Home and lifestyle,Ewallet,A - Yangon,77.95,6,23.385,491.085,467.7,4.761904762,23.385,8.0
2019-03-08 17:11:00,C,Naypyitaw,Normal,Female,Health and beauty,Credit card,C - Naypyitaw,46.26,6,13.878,291.438,277.56,4.761904762,13.878,9.5
2019-02-10 12:28:00,A,Yangon,Member,Female,Fashion accessories,Ewallet,A - Yangon,30.14,10,15.07,316.47,301.4,4.761904762,15.07,9.2
2019-03-19 12:46:00,C,Naypyitaw,Normal,Male,Health and beauty,Credit card,C - Naypyitaw,66.14,4,13.228,277.788,264.56,4.761904762,13.228,5.6
2019-03-06 15:07:00,B,Mandalay,Member,Male,Home and lifestyle,Credit card,B - Mandalay,71.86,8,28.744,603.624,574.88,4.761904762,28.744,6.2
2019-03-27 13:48:00,A,Yangon,Normal,Male,Health and beauty,Credit card,A - Yangon,32.46,8,12.984,272.664,259.68,4.761904762,12.984,4.9
2019-03-23 19:20:00,B,Mandalay,Member,Female,Fashion accessories,Credit card,B - Mandalay,91.54,4,18.308,384.468,366.16,4.761904762,18.308,4.8
2019-03-11 16:07:00,C,Naypyitaw,Member,Male,Sports and travel,Credit card,C - Naypyitaw,34.56,7,12.096,254.016,241.92,4.761904762,12.096,7.3
2019-01-29 11:56:00,A,Yangon,Normal,Male,Fashion accessories,Credit card,A - Yangon,83.24,9,37.458,786.618,749.16,4.761904762,37.458,7.4
2019-02-07 18:23:00,C,Naypyitaw,Normal,Female,Food and beverages,Ewallet,C - Naypyitaw,16.48,6,4.944,103.824,98.88,4.761904762,4.944,9.9
2019-01-28 13:05:00,C,Naypyitaw,Normal,Female,Sports and travel,Cash,C - Naypyitaw,80.97,8,32.388,680.148,647.76,4.761904762,32.388,9.3
2019-02-20 15:55:00,A,Yangon,Member,Male,Food and beverages,Credit card,A - Yangon,92.29,5,23.0725,484.5225,461.45,4.761904762,23.0725,9.0
2019-01-04 19:40:00,B,Mandalay,Member,Male,Electronic accessories,Cash,B - Mandalay,72.17,1,3.6085,75.7785,72.17,4.761904762,3.6085,6.1
2019-03-07 13:58:00,B,Mandalay,Normal,Male,Home and lifestyle,Ewallet,B - Mandalay,50.28,5,12.57,263.97,251.4,4.761904762,12.57,9.7
2019-03-30 14:43:00,B,Mandalay,Member,Male,Health and beauty,Ewallet,B - Mandalay,97.22,9,43.749,918.729,874.98,4.761904762,43.749,6.0
2019-03-27 19:18:00,B,Mandalay,Normal,Male,Sports and travel,Ewallet,B - Mandalay,93.39,6,28.017,588.357,560.34,4.761904762,28.017,10.0
2019-01-19 19:39:00,C,Naypyitaw,Normal,Female,Food and beverages,Credit card,C - Naypyitaw,43.18,8,17.272,362.712,345.44,4.761904762,17.272,8.3
2019-02-25 16:21:00,A,Yangon,Normal,Male,Sports and travel,Cash,A - Yangon,63.69,1,3.1845,66.8745,63.69,4.761904762,3.1845,6.0
2019-03-13 19:44:00,A,Yangon,Normal,Male,Food and beverages,Credit card,A - Yangon,45.79,7,16.0265,336.5565,320.53,4.761904762,16.0265,7.0
2019-01-30 19:42:00,C,Naypyitaw,Normal,Male,Sports and travel,Ewallet,C - Naypyitaw,76.4,2,7.64,160.44,152.8,4.761904762,7.64,6.5
2019-02-20 15:24:00,B,Mandalay,Normal,Male,Food and beverages,Credit card,B - Mandalay,39.9,10,19.95,418.95,399.0,4.761904762,19.95,5.9
2019-02-25 14:12:00,B,Mandalay,Member,Male,Health and beauty,Ewallet,B - Mandalay,42.57,8,17.028,357.588,340.56,4.761904762,17.028,5.6
2019-01-16 13:32:00,C,Naypyitaw,Normal,Male,Home and lifestyle,Cash,C - Naypyitaw,95.58,10,47.79,1003.59,955.8,4.761904762,47.79,4.8
2019-02-08 16:20:00,A,Yangon,Normal,Male,Fashion accessories,Credit card,A - Yangon,98.98,10,49.49,1039.29,989.8,4.761904762,49.49,8.7
2019-01-19 16:31:00,A,Yangon,Normal,Male,Food and beverages,Cash,A - Yangon,51.28,6,15.384,323.064,307.68,4.761904762,15.384,6.5
